0.0000,0.0000,1.0149
0.010000,0.0000,1.0149
0.020000,0.0000,1.0150
0.030000,0.0000,1.0150
0.040000,0.0000,1.0150
0.050000,0.0000,1.0151
0.060000,0.0000,1.0152
0.070000,0.0000,1.0153
0.080000,0.0000,1.0154
0.090000,0.0000,1.0155
0.10000,0.0000,1.0156
0.11000,0.0000,1.0157
0.12000,0.0000,1.0159
0.13000,0.0000,1.0161
0.14000,0.0000,1.0162
0.15000,0.0000,1.0164
0.16000,0.0000,1.0166
0.17000,0.0000,1.0169
0.18000,0.0000,1.0171
0.19000,0.0000,1.0173
0.20000,0.0000,1.0176
0.21000,0.0000,1.0178
0.22000,0.0000,1.0181
0.23000,0.0000,1.0184
0.24000,0.0000,1.0187
0.25000,0.0000,1.0190
0.26000,0.0000,1.0193
0.27000,0.0000,1.0196
0.28000,0.0000,1.0199
0.29000,0.0000,1.0202
0.30000,0.0000,1.0205
0.31000,0.0000,1.0208
0.32000,0.0000,1.0211
0.33000,0.0000,1.0214
0.34000,0.0000,1.0217
0.35000,0.0000,1.0219
0.36000,0.0000,1.0221
0.37000,0.0000,1.0222
0.38000,0.0000,1.0223
0.39000,0.0000,1.0223
0.40000,0.0000,1.0221
0.41000,0.0000,1.0218
0.42000,0.0000,1.0213
0.43000,0.0000,1.0205
0.44000,0.0000,1.0192
0.45000,0.0000,1.0175
0.46000,0.0000,1.0152
0.47000,0.0000,1.0119
0.48000,0.0000,1.0076
0.49000,0.0000,1.0018
0.50000,0.0000,0.99411
0.51000,0.0000,0.98390
0.52000,0.0000,0.97065
0.53000,0.0000,0.95321
0.54000,0.0000,0.93063
0.55000,0.0000,0.90172
0.56000,0.0000,0.86455
0.57000,0.0000,0.81780
0.58000,0.0000,0.75959
0.59000,0.0000,0.68816
0.60000,0.0000,0.60236
0.61000,0.0000,0.50191
0.62000,0.0000,0.38736
0.63000,0.0000,0.26068
0.64000,0.0000,0.12621
0.65000,0.0000,-0.012399
0.66000,0.0000,-0.14888
0.67000,0.0000,-0.27863
0.68000,0.0000,-0.39789
0.69000,0.0000,-0.50338
0.70000,0.0000,-0.59428
0.71000,0.0000,-0.67067
0.72000,0.0000,-0.73353
0.73000,0.0000,-0.78409
0.74000,0.0000,-0.82459
0.75000,0.0000,-0.85644
0.76000,0.0000,-0.88125
0.77000,0.0000,-0.90066
0.78000,0.0000,-0.91557
0.79000,0.0000,-0.92708
0.80000,0.0000,-0.93595
0.81000,0.0000,-0.94274
0.82000,0.0000,-0.94798
0.83000,0.0000,-0.95198
0.84000,0.0000,-0.95507
0.85000,0.0000,-0.95746
0.86000,0.0000,-0.95928
0.87000,0.0000,-0.96071
0.88000,0.0000,-0.96181
0.89000,0.0000,-0.96266
0.90000,0.0000,-0.96333
0.91000,0.0000,-0.96386
0.92000,0.0000,-0.96426
0.93000,0.0000,-0.96459
0.94000,0.0000,-0.96483
0.95000,0.0000,-0.96503
0.96000,0.0000,-0.96517
0.97000,0.0000,-0.96528
0.98000,0.0000,-0.96535
0.99000,0.0000,-0.96539
1.0000,0.0000,-0.96541
0.0000,0.010000,1.0149
0.010000,0.010000,1.0149
0.020000,0.010000,1.0149
0.030000,0.010000,1.0150
0.040000,0.010000,1.0150
0.050000,0.010000,1.0151
0.060000,0.010000,1.0152
0.070000,0.010000,1.0153
0.080000,0.010000,1.0154
0.090000,0.010000,1.0155
0.10000,0.010000,1.0156
0.11000,0.010000,1.0157
0.12000,0.010000,1.0159
0.13000,0.010000,1.0161
0.14000,0.010000,1.0162
0.15000,0.010000,1.0164
0.16000,0.010000,1.0166
0.17000,0.010000,1.0168
0.18000,0.010000,1.0171
0.19000,0.010000,1.0173
0.20000,0.010000,1.0176
0.21000,0.010000,1.0178
0.22000,0.010000,1.0181
0.23000,0.010000,1.0184
0.24000,0.010000,1.0187
0.25000,0.010000,1.0189
0.26000,0.010000,1.0192
0.27000,0.010000,1.0196
0.28000,0.010000,1.0199
0.29000,0.010000,1.0202
0.30000,0.010000,1.0205
0.31000,0.010000,1.0208
0.32000,0.010000,1.0211
0.33000,0.010000,1.0214
0.34000,0.010000,1.0216
0.35000,0.010000,1.0219
0.36000,0.010000,1.0221
0.37000,0.010000,1.0222
0.38000,0.010000,1.0223
0.39000,0.010000,1.0223
0.40000,0.010000,1.0221
0.41000,0.010000,1.0218
0.42000,0.010000,1.0212
0.43000,0.010000,1.0204
0.44000,0.010000,1.0192
0.45000,0.010000,1.0174
0.46000,0.010000,1.0150
0.47000,0.010000,1.0118
0.48000,0.010000,1.0074
0.49000,0.010000,1.0016
0.50000,0.010000,0.99386
0.51000,0.010000,0.98360
0.52000,0.010000,0.97022
0.53000,0.010000,0.95271
0.54000,0.010000,0.93007
0.55000,0.010000,0.90094
0.56000,0.010000,0.86362
0.57000,0.010000,0.81679
0.58000,0.010000,0.75828
0.59000,0.010000,0.68660
0.60000,0.010000,0.60072
0.61000,0.010000,0.50000
0.62000,0.010000,0.38523
0.63000,0.010000,0.25852
0.64000,0.010000,0.12401
0.65000,0.010000,-0.014521
0.66000,0.010000,-0.15093
0.67000,0.010000,-0.28054
0.68000,0.010000,-0.39942
0.69000,0.010000,-0.50472
0.70000,0.010000,-0.59551
0.71000,0.010000,-0.67155
0.72000,0.010000,-0.73420
0.73000,0.010000,-0.78471
0.74000,0.010000,-0.82505
0.75000,0.010000,-0.85675
0.76000,0.010000,-0.88153
0.77000,0.010000,-0.90088
0.78000,0.010000,-0.91571
0.79000,0.010000,-0.92720
0.80000,0.010000,-0.93605
0.81000,0.010000,-0.94280
0.82000,0.010000,-0.94803
0.83000,0.010000,-0.95203
0.84000,0.010000,-0.95510
0.85000,0.010000,-0.95748
0.86000,0.010000,-0.95930
0.87000,0.010000,-0.96072
0.88000,0.010000,-0.96182
0.89000,0.010000,-0.96267
0.90000,0.010000,-0.96334
0.91000,0.010000,-0.96386
0.92000,0.010000,-0.96427
0.93000,0.010000,-0.96459
0.94000,0.010000,-0.96484
0.95000,0.010000,-0.96503
0.96000,0.010000,-0.96518
0.97000,0.010000,-0.96528
0.98000,0.010000,-0.96536
0.99000,0.010000,-0.96540
1.0000,0.010000,-0.96541
0.0000,0.020000,1.0149
0.010000,0.020000,1.0149
0.020000,0.020000,1.0149
0.030000,0.020000,1.0150
0.040000,0.020000,1.0150
0.050000,0.020000,1.0151
0.060000,0.020000,1.0151
0.070000,0.020000,1.0152
0.080000,0.020000,1.0153
0.090000,0.020000,1.0154
0.10000,0.020000,1.0156
0.11000,0.020000,1.0157
0.12000,0.020000,1.0159
0.13000,0.020000,1.0160
0.14000,0.020000,1.0162
0.15000,0.020000,1.0164
0.16000,0.020000,1.0166
0.17000,0.020000,1.0168
0.18000,0.020000,1.0170
0.19000,0.020000,1.0173
0.20000,0.020000,1.0175
0.21000,0.020000,1.0178
0.22000,0.020000,1.0181
0.23000,0.020000,1.0183
0.24000,0.020000,1.0186
0.25000,0.020000,1.0189
0.26000,0.020000,1.0192
0.27000,0.020000,1.0195
0.28000,0.020000,1.0198
0.29000,0.020000,1.0201
0.30000,0.020000,1.0204
0.31000,0.020000,1.0208
0.32000,0.020000,1.0210
0.33000,0.020000,1.0213
0.34000,0.020000,1.0216
0.35000,0.020000,1.0218
0.36000,0.020000,1.0220
0.37000,0.020000,1.0221
0.38000,0.020000,1.0222
0.39000,0.020000,1.0222
0.40000,0.020000,1.0220
0.41000,0.020000,1.0216
0.42000,0.020000,1.0211
0.43000,0.020000,1.0202
0.44000,0.020000,1.0189
0.45000,0.020000,1.0172
0.46000,0.020000,1.0147
0.47000,0.020000,1.0114
0.48000,0.020000,1.0069
0.49000,0.020000,1.0010
0.50000,0.020000,0.99306
0.51000,0.020000,0.98261
0.52000,0.020000,0.96906
0.53000,0.020000,0.95125
0.54000,0.020000,0.92821
0.55000,0.020000,0.89877
0.56000,0.020000,0.86097
0.57000,0.020000,0.81349
0.58000,0.020000,0.75448
0.59000,0.020000,0.68219
0.60000,0.020000,0.59554
